,Unnamed: 0,name,genre_action,genre_adventure,genre_arcade,genre_board games,genre_card,genre_casual,genre_educational,genre_family,genre_fighting,genre_indie,genre_massively multiplayer,genre_platformer,genre_puzzle,genre_rpg,genre_racing,genre_shooter,genre_simulation,genre_sports,genre_strategy,tag_local multiplayer,tag_fantasy,tag_violent,tag_free to play,tag_anime,tag_online multiplayer,tag_great soundtrack,tag_split screen,tag_pixel graphics,tag_story rich,tag_vr,tag_co-op,tag_horror,tag_atmospheric,tag_early access,tag_partial controller support,tag_2d,tag_multiplayer,tag_full controller support,tag_steam cloud,tag_singleplayer,platform_3do,platform_atari,platform_commodore / amiga,platform_sega,platform_neo geo,platform_web,platform_linux,platform_android,platform_nintendo,platform_apple macintosh,platform_ios,platform_xbox,platform_playstation,platform_pc,background_image,esrb_rating.id,owners,price,total_reviews,review_score,released_month,1r,1g,1b,2r,2g,2b,3r,3g,3b,4r,4g,4b,5r,5g,5b
1,1,Journey,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,https://media.rawg.io/media/games/baf/baf9905270314e07e6850cffdb51df41.jpg,0,"200,000 .. 500,000",1499,18525,0.949041835,3,252.2251969,236.719685,187.5700787,202.03207,141.3498542,71.58017493,249.9659091,209.1844406,131.0458916,140.5769231,65.30769231,20.46153846,218.3084416,163.8668831,89.95779221
2,2,Heavy Rain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://media.rawg.io/media/games/0af/0af85e8edddfa55368e47c539914a220.jpg,0,"200,000 .. 500,000",1999,5820,0.825257732,2,192.5729167,172.4375,128.5364583,33.92931034,28.5862069,23.02586207,141.1969112,122.7413127,86.52895753,3.697745013,3.258889853,2.798785776,86.73003802,73.89353612,52.43346008
3,3,Viscera Cleanup Detail: Shadow Warrior,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/f2f/f2f3c93d6153da7aee590f3ab8ccd803.jpg,4,"500,000 .. 1,000,000",3999,3677,0.802828393,9,168.1844106,92.01520913,70.96958175,248.3914807,211.1967546,168.6044625,44.69702128,32.94382979,38.46468085,235.745614,137.5811404,94.77850877,103.0021053,60.66736842,54.35263158
4,4,Rayman Legends,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/85c/85c8ae70e7cdf0105f06ef6bdce63b8b.jpg,2,"200,000 .. 500,000",2999,5539,0.91135584,8,238.0138067,174.6903353,41.81065089,38.98252826,33.93833505,27.97430627,166.3658537,208.5480631,159.4605452,165.0791209,53.8043956,30.85714286,44.5785124,132.4731405,105.4566116
5,5,Batman: Arkham City,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/b5a/b5a1226bfd971284a735a4a0969086b3.jpg,3,"20,000 .. 50,000",1999,1968,0.987296748,10,146.358209,146.0721393,146.0746269,250.1559239,250.1559239,250.1559239,14.70814815,14.70814815,14.70814815,208.7578397,208.5940767,208.6080139,79.14375,78.609375,78.628125
7,7,Grim Fandango Remastered,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/df2/df20fd77db56ae7b0a26a7ff4baa9ccc.jpg,3,"200,000 .. 500,000",1499,6307,0.904709053,1,47.57276368,36.51802403,23.19492657,206.4653465,183.1559406,153.9319307,118.4088146,91.69300912,57.90121581,172.9621904,139.8357236,98.00521512,235.5372168,225.9466019,214.1537217
8,8,Fallout 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/5a4/5a4e70bb8a862829dbaa398aa5f66afc.jpg,4,"500,000 .. 1,000,000",999,16875,0.787911111,10,237.6679389,240.7557252,227.8358779,13.48235914,13.71932596,11.23486045,101.3108808,105.4792746,90.16062176,45.28301887,47.88176101,39.16477987,167.9728682,174.7674419,150.748062
9,9,The Witness,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,https://media.rawg.io/media/screenshots/9d2/9d22689a1c2a7ced9d1690e0c5c66871.jpg,0,"500,000 .. 1,000,000",3999,13362,0.853240533,1,101.7790698,39.54651163,7.517889088,132.5884956,94.23451327,53.45353982,178.5730897,79.42857143,6.67192691,221.7237687,124.8800857,19.75374732,124.0947075,158.7381616,167.2841226
10,10,Syberia,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,https://media.rawg.io/media/games/852/8522935d8ab27b610a254b52de0da212.jpg,3,"500,000 .. 1,000,000",1299,4357,0.887307781,5,229.4987864,227.1480583,226.9053398,158.9901768,150.7210216,151.8683694,195.3486683,187.9261501,185.4769976,114.526776,112.2666667,120.2065574,82.00570342,81.14068441,92.22243346
11,11,Beyond: Two Souls,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://media.rawg.io/media/games/07a/07a74470a2618fd71945db0619602baf.jpg,4,"500,000 .. 1,000,000",1999,11329,0.892046959,10,201.5526316,221.4962406,235.5056391,18.6746988,14.71296953,22.37987243,108.5878136,162.8028674,200.7562724,159.0435644,127.7663366,134.3405941,86.50515464,68.80297824,89.85796105
12,12,What Remains of Edith Finch,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,https://media.rawg.io/media/games/34e/34e100b1f648de99f32d477065f04653.jpg,3,"500,000 .. 1,000,000",1999,24333,0.95446513,4,56.42376682,45.11659193,44.35426009,161.8527778,158.9,152.4777778,14.76094276,11.82424242,13.46868687,201.0578358,184.3768657,156.108209,103.6440678,106.8232446,111.0581114
13,13,Battlefield 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/ac7/ac7b8327343da12c971cfc418f390a11.jpg,0,"500,000 .. 1,000,000",3999,39664,0.867713796,10,50.55480984,36.34004474,39.00969426,221.2341085,228.1844961,234.5937984,97.32807571,100.8817035,117.0063091,159.27897,170.9556509,190.3175966,223.3985765,144.455516,60.42348754
14,14,The Outer Worlds,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/704/704f831d2d132e9614931f1c4eab9e86.jpg,0,"500,000 .. 1,000,000",5999,17654,0.85691628,10,216.9158004,218.9615385,207.3887734,186.7718383,159.8344198,133.3650587,49.29222973,45.45945946,40.69594595,111.7671569,166.8014706,186.1838235,129.5637199,97.64408726,77.11940299
15,15,Game of Thrones - A Telltale Games Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,https://media.rawg.io/media/games/c81/c812e158129e00c9b0f096ae8a0bb7d6.jpg,5,"500,000 .. 1,000,000",0,10512,0.759988584,12,17.90997831,12.73210412,8.713123644,234.169697,222.8242424,201.8484848,115.4285714,86.08270677,57.37969925,49.51615576,38.71002486,26.75062138,182.5,154.5762712,116.9067797
16,16,Child of Light,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/c47/c4796c4c49e7e06ad328e07aa8944cdd.jpg,2,"500,000 .. 1,000,000",1499,12282,0.926803452,4,162.6736196,190.5558282,205.0822086,12.96938776,23.42729592,33.81632653,204.8325519,222.7977227,231.7294039,60.11666667,73.36666667,90.41111111,125.7134146,153.4542683,169.8384146
17,17,Titan Souls,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,https://media.rawg.io/media/screenshots/2fc/2fc6994425146f9dba3133400b414e29.jpg,0,"500,000 .. 1,000,000",1499,9924,0.784361145,4,100.2329361,39.01191766,42.67388949,192.0955414,81.93312102,77.12738854,127.988125,51.0875,56.534375,84.4546851,32.60215054,31.65591398,229.7678571,119.0892857,92.48214286
18,18,Wolfenstein: The Old Blood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/f14/f1422eacab98c5f85a5123da4e9d9e89.jpg,0,"500,000 .. 1,000,000",1999,14618,0.890409085,5,244.4174757,203.9126214,179.7087379,156.7078365,19.14480409,22.29386712,37.84929078,6.65248227,6.15070922,205.7090465,22.97432763,28.55745721,220.6829268,105.9430894,90.10569106
19,19,Serious Sam Fusion 2017 (beta),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/games/21b/21babfc41e2a6972290833d1b860f13e.jpg,0,"50,000 .. 100,000",1499,3611,0.931320964,3,205.4964789,189.5762911,154.8004695,151.6887417,80.43377483,48.37748344,194.6556777,160.7619048,118.1013431,58.71084337,30.59638554,20.52409639,232.4203612,221.5763547,193.1888342
20,20,Rust,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,https://media.rawg.io/media/games/447/4470c1e76f01acfaf5af9c207d1c1c92.jpg,4,"0 .. 20,000",0,12,0.583333333,2,68.47916667,68.47916667,68.47916667,231.4441524,231.4441524,231.4441524,21.45348315,21.4588764,21.45617978,127.2235294,127.2235294,127.2235294,211.8360277,211.8314088,211.8337182
21,21,Tales from the Borderlands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,https://media.rawg.io/media/games/264/2642b17a7885f7abc4fd018e98943242.jpg,0,"200,000 .. 500,000",1999,16276,0.952506758,10,27.34325819,20.75797533,22.05189281,122.9756098,140.7902439,148.8,119.7389163,33.83743842,12.61740558,78.18819188,76.92250923,81.33948339,183.8414634,215.0182927,216.4756098
22,22,Remember Me,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/569/569ea25d2b56bd05c7fa309ddabe81ff.jpg,4,"500,000 .. 1,000,000",2999,13742,0.832047737,6,212.1883899,210.8521358,201.6516977,91.16959064,69.49512671,55.30214425,208.0546164,120.083225,22.81404421,28.09149623,25.71797632,24.12378902,146.0378151,140.8172269,136.2794118
23,23,STAR WARS Battlefront,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/bd2/bd2cc7714e0b9b1adad1ba1b2400d436.jpg,3,"200,000 .. 500,000",1999,2712,0.771017699,11,127.320132,165.5462046,201.1254125,23.13468501,24.95076032,32.0224475,218.505618,233.635634,244.9903692,61.1235012,91.54316547,124.3213429,140.9871795,32.83333333,34.64102564
24,24,ABZU,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/ba9/ba9ad92b6d04825bd15a407c6059db94.jpg,0,"500,000 .. 1,000,000",1999,21888,0.929550439,8,77.95093458,170.4953271,214.8971963,9.436170213,24.13031915,42.51329787,26.52008686,113.6970684,182.5841477,21.44303797,63.83670886,117.8493671,167.1081081,214.1561562,230.8498498
25,25,Oxenfree,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/7ba/7baf4663962bad7197e2470d59a6e322.jpg,3,"500,000 .. 1,000,000",999,9933,0.928017719,1,4.173593074,3.939393939,4.65021645,107.1020408,105.1836735,56.15510204,57.59150327,59.9248366,39.45098039,161.775,151.1875,75.6375,25.03034901,26.30349014,21.65553869
26,26,Broken Age,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/6ac/6ac143af704c95c774af432785ff9762.jpeg,0,"500,000 .. 1,000,000",1499,7237,0.836119939,1,55.23131673,55.28232503,49.40094899,158.071281,173.3460744,155.5630165,240.6948718,225.5564103,166.5666667,118.9184783,126.8233696,116.6195652,24.23666343,24.214355,19.96799224
27,27,The Flame in the Flood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/87a/87a29bcc56b6b6082ead1dd5e2510aaa.jpg,3,"200,000 .. 500,000",1499,6492,0.75831793,2,128.1234177,184.25,205.0221519,46.8204804,52.30847029,79.32111252,58.32355556,78.71555556,117.6391111,79.31722054,113.8836858,146.7024169,19.63456091,25.12747875,36.92067989
28,28,Max Payne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,https://media.rawg.io/media/games/2f5/2f5eb72fe45540e93ac2726877551a20.jpg,4,"500,000 .. 1,000,000",999,9881,0.895961947,7,183.1638655,183.0630252,183.0966387,48.75034483,46.2662069,46.48,15.15506329,13.49493671,14.09746835,249.4841849,249.4452555,249.4391727,118.2765957,117.7659574,117.8553191
29,29,Sonic Mania,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/bbf/bbf8d74ab64440ad76294cff2f4d9cfa.jpg,1,"500,000 .. 1,000,000",1999,18880,0.933951271,8,252.4232063,218.9736547,3.422085202,39.28837209,92.20465116,151.472093,220.6208719,68.54689564,36.90620872,229.3037975,237.4810127,227.4556962,118.1884984,198.370607,179.4153355
30,30,Lara Croft and the Guardian of Light,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,https://media.rawg.io/media/games/a92/a92272ea5cfc35b8ad6317fbd81ce0f6.jpg,3,"500,000 .. 1,000,000",999,3906,0.914746544,8,25.52404643,36.89635158,26.34660033,165.4565657,193.8808081,163.1757576,63.42448174,83.92892399,55.67620928,100.7152318,128.2764901,95.55463576,225.3510638,233.787234,209.1099291
31,31,LEGO The Hobbit,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/e4f/e4fb3fd188f61fabec48dca22e6ef28a.jpg,0,"500,000 .. 1,000,000",1999,7388,0.80468327,4,18.07820805,24.66666667,34.87243736,228.8777778,207.2955556,176.2888889,124.0017452,160.991274,180.2216405,186.7429194,120.1002179,83.27015251,66.89513109,78.62297129,93.63046192
32,32,The Swapper,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/games/6fc/6fcb1c529c764700d55f3bbc1b0fbb5b.jpg,2,"500,000 .. 1,000,000",1499,6848,0.946553738,5,25.72399021,23.67013464,39.02570379,63.74919614,65.10289389,107.5884244,40.06652807,35.0970201,68.12474012,177.0735294,187.1911765,206.3088235,102.3888889,114.8680556,156.1458333
33,33,Battlefield 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/8bd/8bda6d876f3e241c6024022299553efd.jpg,4,"500,000 .. 1,000,000",3999,5902,0.675872586,10,215.9850746,118.4626866,46.10447761,9.32113994,11.3717567,14.89578903,52.71052632,59.44243421,73.99671053,114.6517857,137.5565476,166.8184524,218.210084,227.8487395,231.7352941
34,34,Binary Domain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/bcd/bcd9896b7c3b9fa80e5dcb67c961e2be.jpg,4,"500,000 .. 1,000,000",1499,6576,0.852950122,2,8.605230386,18.92216687,17.14196762,38.83198381,156.0809717,165.7489879,110.3070652,112.5434783,92.61956522,18.24193548,74.82258065,77.01612903,169.8435583,220.0214724,203.2300613
35,35,Overlord,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,https://media.rawg.io/media/games/d1c/d1cd8a226cb224357c1f59605577cbf2.jpg,3,"500,000 .. 1,000,000",499,5297,0.933169719,6,104.3012924,53.06058158,42.84168013,217.4523282,177.7583149,149.3858093,37.15017668,16.41166078,16.98763251,201.8306667,96.92266667,63.30266667,146.492437,109.0773109,92.07563025
36,36,F.E.A.R. 2: Project Origin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/d1d/d1dd46e2ef7f8a1ee946d3ab779c3754.jpg,0,"500,000 .. 1,000,000",1499,5901,0.865107609,2,237.0412844,215.2018349,185.8119266,76.79109589,53.37414384,35.82534247,189.6518519,144.1851852,100.8666667,34.77662338,20.98441558,14.47099567,125.9877676,87.86544343,56.74311927
37,37,Call of Duty: Modern Warfare Remastered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/509/509c81a5da92a8d0645d9e160d155017.jpg,4,"200,000 .. 500,000",3999,5547,0.635478637,10,165.2494737,185.9168421,160.1463158,11.17037037,16.38074074,4.53037037,118.3266129,125.5376344,93.92204301,210.9847328,229.8307888,210.2913486,67.43820225,73.92808989,43.2494382
38,38,Gone Home,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,https://media.rawg.io/media/games/9e5/9e5b91a6d02e66b8d450a977a59ae123.jpg,3,"500,000 .. 1,000,000",1499,16640,0.767848558,8,247.5,205.25,154,2.681710214,1.754552652,4.100554236,26.93607306,16.12694064,38.49315068,48.41069259,25.29040097,56.5200486,79.61204819,34.03614458,71.36385542
39,39,Vampyr,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/23b/23b42b7a896140f4ce1d0df8c42fa012.jpg,4,"500,000 .. 1,000,000",3999,15896,0.76037997,6,24.76891616,22.80470348,23.4396728,159.7521368,131.5897436,121.0598291,7.392891918,6.833008763,7.636806232,213.2533333,192.4266667,180,59.80053191,56.34574468,55.4893617
40,40,Machinarium,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/8cd/8cd179c85bd3de8f79bef245b15075fb.jpg,0,"500,000 .. 1,000,000",499,10122,0.955344794,10,152.1676169,139.1071836,108.1356899,72.0880102,67.37627551,54.74107143,111.9747596,100.9903846,76.44110577,38.70069204,35.77854671,27.53979239,207.4045369,168.4933837,105.2173913
41,41,Tomb Raider: Underworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/341/3413d7275fb1e919f00a925df8288b77.jpg,3,"500,000 .. 1,000,000",899,4620,0.762770563,11,87.32022472,91.81086142,56.63483146,50.83905013,55.03254178,32.72295515,226.3240741,218.8842593,187.9722222,18.3670977,19.69755747,9.609913793,146.0903427,142.2149533,93.97819315
42,42,Deadlight,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/595/59556e1839b2e79b6f11f2c68a197663.jpg,5,"500,000 .. 1,000,000",1499,12061,0.791062101,6,29.56372549,71.84313725,81.30718954,238.8100418,251.5682008,252.7020921,95.17391304,152.7620137,163.01373,7.456635319,23.24660397,29.53709509,166.1428571,221.9097744,226.6641604
43,43,Outland,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,https://media.rawg.io/media/games/f80/f805774c679cca1a1a472d9ac39c78b7.jpg,2,"500,000 .. 1,000,000",999,3833,0.809026872,4,228.2770781,89.18891688,47.82367758,29.3088685,19.62181448,34.76656473,37.83221477,117.9955257,156.6577181,242.9317829,194.7596899,120.4573643,133.2251023,36.33424284,29.59754434
44,44,Drawful 2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/eeb/eeb9e668da5fd07bab9f655acfbbe579.jpg,3,"200,000 .. 500,000",999,2777,0.808066259,6,204.8843772,208.7715072,232.1479697,5.493902439,5.365853659,5.37804878,225.5821306,223.014433,231.0501718,169.2931034,169.9712644,182.137931,254.7570621,254.7570621,254.7570621
45,45,Assassin's Creed Revelations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/193/19390fa5e75e9048b22c9a736cf9992f.jpg,4,"500,000 .. 1,000,000",1999,11679,0.859405771,11,110.1156559,117.5021157,115.7277856,68.28398058,74.12378641,72.20631068,159.9035714,161.7071429,152.3857143,27.45850202,27.64777328,25.68218623,218.6493256,217.6204239,206.2967245
46,46,Mafia II: Definitive Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/d73/d7364906c530ccc2d89b0b5d8695e03c.jpg,0,"500,000 .. 1,000,000",2999,13659,0.689435537,5,175.0928074,148.9605568,127.6473318,32.19347037,15.40628779,12.02055623,171.1052632,76.12465374,49.75623269,90.21268657,57.37313433,50.96455224,231.0754325,202.5577855,167.9868512
47,47,Yakuza Kiwami,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/fbb/fbbd9fe21317bde9134114e2b1306069.jpg,4,"500,000 .. 1,000,000",1999,11884,0.933271626,1,50.4579977,50.92520138,40.35327963,184.9124088,185.0900243,180.2238443,116.6711712,119.1216216,109.5495495,237.4021025,237.0381078,235.2667543,13.69237668,13.67085202,11.62780269
48,48,Gothic Playable Teaser,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/games/64e/64e4fc48c5d977188e8c47287f2a2cef.jpg,0,"500,000 .. 1,000,000",0,13467,0.729486894,12,188.7740993,114.1772152,47.99805258,212.4073227,146.444508,70.44965675,69.15488215,24.15488215,6.794612795,148.2125506,68.27530364,15.15384615,241.2941176,213.7941176,168.8823529
